number,gt_snippet,whisper_snippet,type,variant,score,dataset,folder
1489,when you you you check it under ifrs 16 was 1489 and under ias 17 is 1397 so so the that,when you you you check it on the ifr 16 was 1.489 and on the ias 17 is 1.397 so,wrong,whisper-small,89.03225806451613,combined_22,2020-Annual-Results-Call-Recording
139,of mtn ghanas efforts to fight covid 19 was gh 139 million as we progress through 2021 we will remain focused,of mtn ghanas efforts to fight covid 19 was 1 billion 9 billion ganasetees as we progress through 2021 we,wrong,whisper-small,86.5979381443299,combined_22,2020-Annual-Results-Call-Recording
13,our estimates of 13 15 weve maintained the estimates of 13 15 despite the impact incremental impact of some of the,to 15 weve maintained the estimates of that into 15 despite the impact the incremental impact of some of the,wrong,whisper-small,91.62561576354679,combined_22,2020-Annual-Results-Call-Recording
139,okay now your your second question was you know the 139 million just to break it down this is you know,okay now your second question was you know the 1.39 million and just to break it down this is the,wrong,whisper-small,93.19371727748691,combined_22,2020-Annual-Results-Call-Recording
858,and beyond that the the core capex is is the 858 that maybe you made reference to but the total capex,and beyond that the core kpex is the h5h that may be lid reference too but to top the facts,wrong,whisper-small,80.21978021978022,combined_22,2020-Annual-Results-Call-Recording
158,us at mtn ghana we have had a total of 158 of our staff who tested positive with covid 19 were,at mtn ghana we have had a total of 138 of our staff who tested positive with covid 19 were,wrong,whisper-small,98.9010989010989,combined_22,2020-Annual-Results-Call-Recording
3.5,come back on the data usage per subscriber is that 3.5 to 4 gb per mobile subscriber or is that also,come back on the data usage per subscriber is that 3 and a half to 4 gigs per mobile subscriber,wrong,whisper-small,90.5027932960894,combined_22,2020-Annual-Results-Call-Recording
1875,data traffic and reach 1875 total 4g sites nationwide thats 1875 total 4g sites nationwide this translated to a 71.7 4g,in data traffic and reach 1.875 total 4g sites nationwide thats 1825 total scores ive made it now this is,wrong,whisper-large-v3-turbo,83.5820895522388,combined_22,2020-Annual-Results-Call-Recording
158,us at mtn ghana we have had a total of 158 of our staff who tested positive with covid 19 were,at mtn ghana we have had a total of 138 of our staff who tested positive with covid 19 were,wrong,whisper-large-v3-turbo,98.9010989010989,combined_22,2020-Annual-Results-Call-Recording
32.2,to 29.6 year on year mobile money revenue grew by 32.2 year on year as the number of active users increased,year bull money revenue grew by i think at 2.2 year on year as the number of active users increased,wrong,whisper-large-v3-turbo,90.52631578947368,combined_22,2020-Annual-Results-Call-Recording
858,and beyond that the the core capex is is the 858 that maybe you made reference to but the total capex,and beyond that the the core capex is the h5h that maybe you you need reference to you have tiktok,wrong,whisper-large-v3-turbo,85.26315789473684,combined_22,2020-Annual-Results-Call-Recording
13,reason why the you know the estimate is in the 13 15 the second component is that you know 1 smp,reason why the you know the estimators are taken to 50 the second component is that you know 1 smp,wrong,whisper-large-v3-turbo,88.54166666666666,combined_22,2020-Annual-Results-Call-Recording
3.5,come back on the data usage per subscriber is that 3.5 to 4 gb per mobile subscriber or is that also,come back on the data usage per subscriber is that 3 and a half to 4 gigs per mobile subscriber,wrong,whisper-large-v3-turbo,90.5027932960894,combined_22,2020-Annual-Results-Call-Recording
100,also in the context of zero rating on on the 100 cedis that that kind of growth thats correct yeah thats,4 to 4.5 so its a 20 zero rating on the 120 thats kind of broke thats correct yeah that,wrong,GPT-4o mini Transcribe,75.14450867052022,combined_22,2020-Annual-Results-Call-Recording
1397,under ifrs 16 was 1489 and under ias 17 is 1397 so so the that is our capex details so all,check it under ifrs 16 was 1.489 and under ias 17 is 1.397 so that is our capex details so,wrong,GPT-4o mini Transcribe,92.39766081871346,combined_22,2020-Annual-Results-Call-Recording
33.3,share this represents 70.5 of profit after tax and a 33.3 increase in dividend per share compared to 2019 i will,share this represents 17.5 of profit after tax and a 3.3 increase in dividend per share compared to 2019 i,wrong,GPT-4o mini Transcribe,98.11320754716981,combined_22,2020-Annual-Results-Call-Recording
0,please signal an operator by pre ssing then 1 then 0 please note that this call is being recorded i would,please signal an operator by pre ssing star then 1 star then zero please note that this call is being,wrong,GPT-4o mini Transcribe,92.06349206349206,combined_22,2020-Annual-Results-Call-Recording
3.1,2018 as a result cost per a sk declined by 3.1 to 6.6 while cost per a sk ex fuel increase,2018 thats all for today the result cosper hk declined by 0.1 to 6.6 well cost per skxt will increase,wrong,whisper-small,79.75460122699387,combined_22,4329526
2.1,of the income statement total revenues for the company with 2.1 billion dollars in the fourth quarter with a increase of,in the income statement the company which 2.9 billion dollars in the fourth quarter will be sending an increase so,wrong,whisper-small,79.82456140350878,combined_22,4329526
79,this is composed by a 2 target for international business 79 for domestic brazil and 68 for domestic operations we are,5 this year this is composed by a 0 to 2 target for international business 7 to 9 go for,wrong,whisper-small,84.21052631578947,combined_22,4329526
3,of 14 in fuel price per gallon offset by a 3 increase in fuel consumption in line with the capacity increases,few costs decreased by 10.6 due to decline of 14 increase in fuel consumption in line with the capacity increases,wrong,whisper-small,79.36507936507937,combined_22,4329526
17.2,50 of the total a sks total capacity increased by 17.2 and traffic by 20 load factor reached 85.2 this is,50 of the total age gain total capacity increased by 17.7 and topic by 20 note factor reach 85.2 this,wrong,whisper-small,87.12871287128714,combined_22,4329526
2.1,of the income statement total revenues for the company with 2.1 billion dollars in the fourth quarter with a increase of,in the income statement the company which 2.9 billion dollars in the fourth quarter will be sending an increase so,wrong,whisper-small,79.82456140350878,combined_22,4329526
4.2,load factor of 82 revenues for a sk declined by 4.2 through the quarter mainly due to the devaluation of local,82 for escape the time by focusing on the fan to the quarter maybe due to the devaluation of local,wrong,whisper-small,72.52747252747253,combined_22,4329526
350,a result our operating income for the quarter amounts to 350 million dollars this is 2 higher than last years operating,results are operating income for the quarter among the 360 million dollars this is 2 higher than last years of,wrong,whisper-small,92.72727272727272,combined_22,4329526
12,completely the best liquidity position with 20 of the last 12 months revenue moving on to our head test at the,that comes with the deposition which is 20 of last months revenue moving out to a head test at the,wrong,whisper-small,78.02197802197803,combined_22,4329526
81,a good heads for the first half with 65 and 81 respectively q1 and q2 that is while for the third,the first half with 65 and it work is done respectfully q1 and q2 that is well for the third,wrong,whisper-small,83.72093023255813,combined_22,4329526
7,worldwide we already relocated our flights to jfk from terminal 7 from terminal 8 sorry to terminal 4 to better serve,than 300 destinations worldwide we already reallocated our flights to jfk from terminal 8 to terminal 4 to better serve,wrong,whisper-large-v3-turbo,88.78504672897196,combined_22,4329526
79,this is composed by a 2 target for international business 79 for domestic brazil and 68 for domestic operations we are,this is a composed by a zero to 2 target for international air pitchers 7 to 9 go for domestic,wrong,whisper-large-v3-turbo,81.437125748503,combined_22,4329526
79,this is composed by a 2 target for international business 79 for domestic brazil and 68 for domestic operations we are,this is composed by a 0 to 2 target for international business 7 to 9 growth for domestic brazil and,wrong,GPT-4o mini Transcribe,91.30434782608697,combined_22,4329526
2020,case in in case task ex fuel during the whole 2020 compared to 2000 2019 compared to 2018 we carried customers,of these effects and we remained stable in cask ex fuel during the whole 2019 compared to 2018 regarding customers,wrong,GPT-4o mini Transcribe,76.34408602150538,combined_22,4329526
0.2,fourth quarter traffic declined by 500 and load factor rose 0.2 head points to 83.2 revenues for a sks were 6,the fourth quarter traffic declined by 5 and load factor rose 0.3 percentage points to 83.2 revenues per ask were,wrong,GPT-4o mini Transcribe,89.90825688073394,combined_22,4329526
79,this is composed by a 2 target for international business 79 for domestic brazil and 68 for domestic operations we are,this is composed by a 0 to 2 target for international business 7 to 9 growth for domestic brazil and,wrong,GPT-4o mini Transcribe,91.30434782608697,combined_22,4329526
17.2,50 of the total a sks total capacity increased by 17.2 and traffic by 20 load factor reached 85.2 this is,30 of the total ask total capacity increased by 17.7 and traffic by 20 load factor reached 85.2 this is,wrong,GPT-4o mini Transcribe,97.0873786407767,combined_22,4329526
79,this is composed by a 2 target for international business 79 for domestic brazil and 68 for domestic operations we are,this is composed by a 0 to 2 target for international business 7 to 9 growth for domestic brazil and,wrong,GPT-4o mini Transcribe,91.30434782608697,combined_22,4329526
79,capacity will still be possible and our guidance has is 79 for domestic versus in the year as a whole okay,capacity will still be positive and our guidance as was explained is 7 to 9 for domestic versus in the,wrong,GPT-4o mini Transcribe,86.63101604278076,combined_22,4329526
4.2,load factor of 82 revenues for a sk declined by 4.2 through the quarter mainly due to the devaluation of local,load factor of 82 revenues per ask declined by 4.7 during the quarter mainly due to the devaluation of local,wrong,GPT-4o mini Transcribe,91.66666666666666,combined_22,4329526
35,60 digital channel so again actually the channel itself maybe 35 they are not really operating but we that i think,the digital channel second actually the traditional channel also of what maybe 20 they are not really operating but with,wrong,whisper-small,76.31578947368422,combined_22,4351517
51.9,2018 cash flows from operating activities reached historical high of 51.9 trillion or down by 20.3 year on year export then,2018 this flows from operating activities with a historical high of 54.9 trillion a jump by 20.3 year on year,wrong,whisper-small,85.3211009174312,combined_22,4351517
204000,over 4g biz by the end of 2019 telkomsel around 204000 units 76.3 of which were 3g and 4g which supported,on a vts to target around 200000 and 2000 units 76.3 of which were 20 and 40 to support data,wrong,whisper-small,71.60493827160495,combined_22,4351517
2020,business increased significantly by 23.1 to 58.2 trillion driven by 2020 22.3 increase in data and 29 in in 2019 digital,engines digital business increase significantly by 23.1 to 58.2 trillion driven by 22.3 increase in data and 29 in detail,wrong,whisper-small,91.55555555555556,combined_22,4351517
300,fourth quarter yes its likely be low 400 billion around 300 390 billion okay understood and are there any other 1,port quarter yes slightly below 4 100 billion around 380 390 billion okay understood and are there any other 1,wrong,whisper-small,92.72727272727272,combined_22,4351517
300000,clear but had you mentioned that there would be like 300000 homes this year thank you so if you you you,unclear but had you mentioned that they it will be like 700000 net ads on indie homes this year thank,wrong,whisper-small,82.41758241758241,combined_22,4351517
0.1,of 2.1 3.7 and 1.0 respectively ebitda margin improved by 0.1 percentage point to 54 amidst the declining legacy business ladies,2.1 3.7 and 1.2 respectively and the margin improved by 0.9 percentage point to 54 amid the training legacy business,wrong,whisper-small,88.79310344827587,combined_22,4351517
1.0,revenue ebitda and net income growth of 2.1 3.7 and 1.0 respectively ebitda margin improved by 0.1 percentage point to 54,revenue ebitda and net income growth of 2.1 3.7 and 1.2 respectively and the margin improved by 0.9 percentage point,wrong,whisper-small,93.5064935064935,combined_22,4351517
19,small portion of capex was assigned to other projects covid 19 outbreak that we experienced as early 2020 has undeniable impact,of the context was assigned to every project such as the work that we experienced early 2020 has undeniable impact,wrong,whisper-small,81.93832599118943,combined_22,4351517
204000,over 4g biz by the end of 2019 telkomsel around 204000 units 76.3 of which were 3g and 4g which supported,on a vts to target around 200000 and 2000 units 76.3 of which were 20 and 40 to support data,wrong,whisper-small,71.60493827160495,combined_22,4351517
2020,business increased significantly by 23.1 to 58.2 trillion driven by 2020 22.3 increase in data and 29 in in 2019 digital,due to business increase significantly by its 25.1 382 trillion driven by 20 22.3 increase in data and 29 in,wrong,whisper-large-v3-turbo,89.62264150943396,combined_22,4351517
58.2,main growth engines digital business increased significantly by 23.1 to 58.2 trillion driven by 2020 22.3 increase in data and 29,due to business increase significantly by its 25.1 382 trillion driven by 20 22.3 increase in data and 29 in,wrong,whisper-large-v3-turbo,88.57142857142857,combined_22,4351517
0.1,of 2.1 3.7 and 1.0 respectively ebitda margin improved by 0.1 percentage point to 54 amidst the declining legacy business ladies,of 2.1 3.7 and 1.0 respectively ebitda margin improved by 0.9 percentage point to 54 amidst the claiming legacy business,wrong,whisper-large-v3-turbo,96.66666666666667,combined_22,4351517
200,right now only about 50000 of the rest is actually 200 you know 5000 you can actually growing of and also,right now only about 50000 of the community as this and the rest is actually data which is you know,wrong,whisper-large-v3-turbo,74.07407407407408,combined_22,4351517
51.9,2018 cash flows from operating activities reached historical high of 51.9 trillion or down by 20.3 year on year export then,2018 the flows from operating activities reach a historical high of 54.9 trillion of by 20.3 year on year fixed,wrong,whisper-large-v3-turbo,89.1891891891892,combined_22,4351517
300,900 rupiah by in the beginning of 2019 to around 300 rupiah at the end of 2019 so this is purely,900 rupiah by in the beginning of 2019 to round 3 100 rupiah at the end of 2019 so this,wrong,whisper-large-v3-turbo,98.26589595375722,combined_22,4351517
200,right now only about 50000 of the rest is actually 200 you know 5000 you can actually growing of and also,right now only about 50000 of the community as this and the rest is actually data which is you know,wrong,whisper-large-v3-turbo,74.07407407407408,combined_22,4351517
100,around it would have to be more than a couple 100 billion rupiah for this year there will be some more,would cost us around more than 700 billion rupiah for this year there will be some more capex next year,wrong,whisper-large-v3-turbo,80.42328042328042,combined_22,4351517
204000,over 4g biz by the end of 2019 telkomsel around 204000 units 76.3 of which were 3g and 4g which supported,comms sales on a vts dot at around 212000 units 76.3 of which were 3g and 4g to support data,wrong,whisper-large-v3-turbo,75.30864197530865,combined_22,4351517
35,60 digital channel so again actually the channel itself maybe 35 they are not really operating but we that i think,happen in the digital channel second actually the traditional channels maybe 20 they are not really operating but with the,wrong,whisper-large-v3-turbo,80.71748878923766,combined_22,4351517
0.1,of 2.1 3.7 and 1.0 respectively ebitda margin improved by 0.1 percentage point to 54 amidst the declining legacy business ladies,of 2.1 3.7 and 1.0 respectively ebitda margin improved by 0.9 percentage point to 54 amidst the claiming legacy business,wrong,whisper-large-v3-turbo,96.66666666666667,combined_22,4351517
47.8,growth in total expense of 1.3 our ebitda margin recovered 47.8 or 2.6 increased from that of 2018 cash flows from,growth in total expense of 1.3 per cent our ebitda margin recovered for 27.8 or 2.6 percentage point increase from,wrong,whisper-large-v3-turbo,83.41708542713569,combined_22,4351517
58.2,main growth engines digital business increased significantly by 23.1 to 58.2 trillion driven by 2020 22.3 increase in data and 29,due to business increase significantly by its 25.1 382 trillion driven by 20 22.3 increase in data and 29 in,wrong,whisper-large-v3-turbo,88.57142857142857,combined_22,4351517
51.9,2018 cash flows from operating activities reached historical high of 51.9 trillion or down by 20.3 year on year export then,2018 cash flows from operating activities reached a historical high of rp54 9 trillion or jumped by 20.3 year on,wrong,GPT-4o mini Transcribe,92.66055045871559,combined_22,4351517
135.63,our telkom 3.7 year on year growth in revenue to 135.63 idr while ebitda and net income grew by 9.5 and,3.7 year on year growth in revenue to rp125 63 trillion while ebitda and net income grew by 9.5 and,wrong,GPT-4o mini Transcribe,92.14659685863874,combined_22,4351517
33.1,while in mobile business the consolidated business grow strongly by 33.1 and successfully legacy business to decline ladies and gentlemen during,in mobile business telekomsel business grew strongly by 23.1 and successfully compensated legacy business to decline ladies and gentlemen during,wrong,GPT-4o mini Transcribe,88.65248226950355,combined_22,4351517
135.63,our telkom 3.7 year on year growth in revenue to 135.63 idr while ebitda and net income grew by 9.5 and,3.7 year on year growth in revenue to rp125 63 trillion while ebitda and net income grew by 9.5 and,wrong,GPT-4o mini Transcribe,92.14659685863874,combined_22,4351517
51.9,2018 cash flows from operating activities reached historical high of 51.9 trillion or down by 20.3 year on year export then,2018 cash flows from operating activities reached a historical high of rp54 9 trillion or jumped by 20.3 year on,wrong,GPT-4o mini Transcribe,92.66055045871559,combined_22,4351517
0.1,of 2.1 3.7 and 1.0 respectively ebitda margin improved by 0.1 percentage point to 54 amidst the declining legacy business ladies,and 1.0 respectively ebitda margin improved by 0.9 points to 54 amidst declining legacy business ladies and gentlemen we continue,wrong,GPT-4o mini Transcribe,87.44588744588745,combined_22,4351517
190,in there i tell you this because youre talking about 190 medial 1 off costs from the bottom line from you,in there i tell you this because youre talking about a 100 and ninety million 1 off cost from at,wrong,whisper-small,86.51685393258427,combined_22,4372696
4,of our dividend policy as you know the 19 times 4 target payouts 75 25 and were completely committed to reinforcing,dividend policy as you know the 19 cents floor target payout is 75 35 and were completely committed to reinforcing,wrong,whisper-small,92.7927927927928,combined_22,4372696
2,by business platform so as i mentioned consolidated ebitda down 2 year on year but would have been flat if we,by business platform so as i mentioned consolidated you could die down 3 year on year but it would have,wrong,whisper-small,88.77551020408163,combined_22,4372696
20,the forex in fact namely the brazilian real which depreciated 20 versus the euro within renewables and despite the 80 increase,before x in fact namely the brazilian real which depreciated versus the euro within renewables and despite the 80 increase,wrong,whisper-small,97.54098360655738,combined_22,4372696
2,flow recurring organic cash flow rose point 3 billion to 2 billion thats obviously supported by better performance and activities in,flow recurring organic cash flow rose 0.3 billion euros to a billion euros its obviously supported by better performance and,wrong,whisper-small,89.25619834710744,combined_22,4372696
28,think that will be positive obviously for the past 20 28 years so we see clearly earnings enhancing significant value from,think that will be positive obviously for the post 2020 years so we see years go clearly earnings enhancing significant,wrong,whisper-large-v3-turbo,93.91304347826087,combined_22,4372696
4,of our dividend policy as you know the 19 times 4 target payouts 75 25 and were completely committed to reinforcing,our dividend policy as you know the 19 cents floor target payout 75 35 and were completely committed to reinforcing,wrong,whisper-large-v3-turbo,93.3920704845815,combined_22,4372696
60,next slide on financing costs so here interest goes down 60 supported by a 70 basis points declining the average cost,on financing costs so here interest costs down 16 supported by a 70 basis points decline in the average cost,wrong,whisper-large-v3-turbo,95.32710280373831,combined_22,4372696
100,term contract electricity volumes so last july ep brazil around 100 million realized difference the covid account which reinforces the financial,term contract electricity volumes so last july edp brazil got essentially around 600 million reais referring to the covid account,wrong,whisper-large-v3-turbo,84.29752066115702,combined_22,4372696
240,the first deal which we announced in mid august was 240 megawatts in spain at an easy multiples 2.1 million per,the first deal which we announced in mid august was 340 megawatts in spain at an easy multiple of 2.1,wrong,whisper-large-v3-turbo,97.0,combined_22,4372696
3,for the the first half for this period ebitda sells 3 year on year to 1 around 1.9 billion on 1,the first half so this period is ebitda 11 year on year to around 1.9 billion euros so on 1,wrong,GPT-4o mini Transcribe,85.39325842696628,combined_22,4372696
28,think that will be positive obviously for the past 20 28 years so we see clearly earnings enhancing significant value from,i think that will be deposited to obviously for the post 2020 periods so we see viesbach clearly earnings enhancing,wrong,GPT-4o mini Transcribe,85.98130841121495,combined_22,4372696
80,depreciated 20 versus the euro within renewables and despite the 80 increase in our hydro production in iberia 4 below historical,depreciated 20 versus the euro within renewables and despite the 82 increase in our hydro production in iberia 4 below,wrong,GPT-4o mini Transcribe,99.15254237288136,combined_22,4372696
2,by business platform so as i mentioned consolidated ebitda down 2 year on year but would have been flat if we,by business platform so as i mentioned consolidated ebitda down 3 year on year but would have been flat if,wrong,GPT-4o mini Transcribe,99.05660377358491,combined_22,4372696
25,as you know the 19 times 4 target payouts 75 25 and were completely committed to reinforcing our green position and,you know the 19 cents floor target payout 75 85 and were completely committed to reinforcing our green position and,wrong,GPT-4o mini Transcribe,93.3920704845815,combined_22,4372696
719,times in june 2020 to slightly above the 3.6 and 719 clearly below the the 4.1 sold last year from year,times in june 2020 just slightly above the 3.6 in 7.19 and clearly below the 4.1 shown last year year,wrong,GPT-4o mini Transcribe,87.30964467005076,combined_22,4372696
28,think that will be positive obviously for the past 20 28 years so we see clearly earnings enhancing significant value from,i think that will be deposited to obviously for the post 2020 periods so we see viesbach clearly earnings enhancing,wrong,GPT-4o mini Transcribe,85.98130841121495,combined_22,4372696
52,to q1 of last year last year we did about 52 59 billion of additional reserving and weve been quite conservative,to q1 of last year last year we did about 59 billion of additional reserving and weve been quite conservative,wrong,whisper-small,97.24770642201834,combined_22,4420696
19,middle of an unprecedented crisis brought on by the covid 19 pandemic i extend my deep gratitude to shareholders for your,you for joining kbfgs q1 2021 earnings release pre sentation pandemic i extend my deep gratitude to shareholders for your,wrong,whisper-small,73.6318407960199,combined_22,4420696
22,the loan demand is quite solid each year and in 22 in april it seems that the numbers are quite different,loan demand is quite solid each year and in q2 in april it seems that the numbers are quite different,wrong,whisper-small,99.00990099009901,combined_22,4420696
1722.8,is on the groups ga expense q1 group ga was 1722.8 billion won which is up 18.1 year on year seeming,is on the groups gna expense q1 group gna was 1 trillion 722.8 billion won which is up 18.1 year,wrong,whisper-small,93.33333333333333,combined_22,4420696
450,of this year thank you very much it is already 450 and because we dont have enough time we will take,year here thank you very much it is already 4.50 and because we dont have enough time we will take,wrong,whisper-large-v3-turbo,96.84210526315789,combined_22,4420696
22,the loan demand is quite solid each year and in 22 in april it seems that the numbers are quite different,loan demand is quite solid each year and in q2 in april it seems that the numbers are quite different,wrong,whisper-large-v3-turbo,99.00990099009901,combined_22,4420696
1722.8,is on the groups ga expense q1 group ga was 1722.8 billion won which is up 18.1 year on year seeming,is on the groups gna expense q1 group gna was 1722800000000 won which is up 18.1 year on year seeming,wrong,whisper-large-v3-turbo,90.0,combined_22,4420696
270.1,in q1 2021 reported a net profit of 1 trillion 270.1 billion won which is a historical quarterly performance since the,in q1 2021 reported a net profit of 1270000000000 on which is a historical quarterly performance since the company was,wrong,whisper-large-v3-turbo,86.60714285714286,combined_22,4420696
52,to q1 of last year last year we did about 52 59 billion of additional reserving and weve been quite conservative,to q1 of last year last year we did about 59 billion of additional reserving and weve been quite conservative,wrong,whisper-large-v3-turbo,97.24770642201834,combined_22,4420696
1722.8,is on the groups ga expense q1 group ga was 1722.8 billion won which is up 18.1 year on year seeming,is on the groups gna expense q1 group gna was 1722800000000 won which is up 18.1 year on year seeming,wrong,whisper-large-v3-turbo,90.0,combined_22,4420696
450,of this year thank you very much it is already 450 and because we dont have enough time we will take,this year thank you very much it is already 4.50 and because we dont have enough time we will take,wrong,GPT-4o mini Transcribe,99.48717948717949,combined_22,4420696
22,the loan demand is quite solid each year and in 22 in april it seems that the numbers are quite different,loan demand is quite solid each year and in q2 in april it seems that the numbers are quite different,wrong,GPT-4o mini Transcribe,99.00990099009901,combined_22,4420696
450,of this year thank you very much it is already 450 and because we dont have enough time we will take,this year thank you very much it is already 4.50 and because we dont have enough time we will take,wrong,GPT-4o mini Transcribe,99.48717948717949,combined_22,4420696
1.54,slide 8 we show that our loan portfolio grew by 1.54 in the first quarter which is broadly in line with,slide 8 we show that our loan portfolio grew by 1.4 the first quarter which is broadly in line with,wrong,whisper-small,95.95959595959596,combined_22,4423872
1.54,slide 8 we show that our loan portfolio grew by 1.54 in the first quarter which is broadly in line with,slide 8 we show that our loan portfolio grew by 1.4 the first quarter which is broadly in line with,wrong,whisper-small,95.95959595959596,combined_22,4423872
1.54,slide 8 we show that our loan portfolio grew by 1.54 in the first quarter which is broadly in line with,slide 8 we showed that our loan portfolio grew by 1.4 in the first quarter which is broadly in line,wrong,whisper-large-v3-turbo,98.47715736040608,combined_22,4423872
1.54,slide 8 we show that our loan portfolio grew by 1.54 in the first quarter which is broadly in line with,slide 8 we show that our loan portfolio grew by 1.4 in the first quarter which is broadly in line,wrong,GPT-4o mini Transcribe,98.96907216494846,combined_22,4423872
1.54,slide 8 we show that our loan portfolio grew by 1.54 in the first quarter which is broadly in line with,slide 8 we show that our loan portfolio grew by 1.4 in the first quarter which is broadly in line,wrong,GPT-4o mini Transcribe,98.96907216494846,combined_22,4423872
1.54,slide 8 we show that our loan portfolio grew by 1.54 in the first quarter which is broadly in line with,slide 8 we show that our loan portfolio grew by 1.4 in the first quarter which is broadly in line,wrong,GPT-4o mini Transcribe,98.96907216494846,combined_22,4423872
81,centers and including the potential for future b development about 81 in the still in the progressing of the scale and,center and including the potential for future development as mentioned also by 1 in the still in the the progressing,wrong,whisper-small,86.63594470046083,combined_22,4426736
3,digit 2 ebitda margin is expected to be relatively stable 3 capital expenditure for the group is expected at around 25,a bigger margin is expected to be relatively stable the capital expenditure for the group is expected at around 25,wrong,whisper-small,94.97716894977168,combined_22,4426736
9.1,this and we believe we still can act act it 9.1 million subsequently with in the home and with some potential,effective for this and we believe we still can add another 1 million subscribers in the home with some potential,wrong,whisper-small,82.1256038647343,combined_22,4426736
2023,well look at the others probably some time in early 2023 okay so let me confirm late 23 you mentioned yeah,sometime i may not read what i need to read okay so let me confirm late 23 you mentioned yeah,wrong,whisper-small,78.3132530120482,combined_22,4426736
22,yeah number 2 i looked at the the case of 22 actually for the quarter 4 we implement the basic second,for number 2 elected to the base case 72 actually for the course of therefore we implement the pshk72 so,wrong,whisper-small,72.27722772277228,combined_22,4426736
72,for q4 actually coming from the implementation of the psak 72 which is related with ifrs 15 so we were doing,for q4 actually coming from the implementation of the psi k752 which is related with the mps 15 so we,wrong,whisper-small,92.92929292929293,combined_22,4426736
81,centers and including the potential for future b development about 81 in the still in the progressing of the scale and,center and including the potential for future development as i mentioned also by 1 in the still in the progressing,wrong,whisper-large-v3-turbo,87.44186046511628,combined_22,4426736
4,at the the case of 22 actually for the quarter 4 we implement the basic second 2 so some discu we,2 related to the page 72 actually for the course of we implement the psa k7 tool so some discount,wrong,whisper-large-v3-turbo,74.07407407407408,combined_22,4426736
13.6,and contributed to around 14.7 to indihome revenue compared to 13.6 in the same period last year from the enterprise segment,by 27.8 and contributed to around 14.7 to indian home revenue compared to 15.6 in the same period last year,wrong,whisper-large-v3-turbo,93.59605911330048,combined_22,4426736
100,also do expect we can help fix wireless access 5 100 so this is going to bring us to about 1,we also do expect we can have a fixed wireless access around 500 kilos so this is going to bring,wrong,whisper-large-v3-turbo,79.34782608695652,combined_22,4426736
2020,the foreseeable future ladies and gentlemen in the year of 2020 wholesale and international business segments successfully performed with revenue grew,in the foreseeable future ladies and gentlemen in the year of climate 20 wholesale and international business segment successfully performed,wrong,whisper-large-v3-turbo,94.85294117647058,combined_22,4426736
2020,2021 thank you okay and for number 1 for the 2020 actually for the for 7 million and for the fourth,2021 thank you okay for number 1 for the home pass it will be 20 20 actually for the home,wrong,whisper-large-v3-turbo,81.0126582278481,combined_22,4426736
3,opex trending this year excluding depreciation yeah those are my 3 questions thank you okay thank you mr fong et me,opex trending this year excluding depreciation yep those are my 2 questions thank you good okay thank you mr phong,wrong,whisper-large-v3-turbo,94.17040358744396,combined_22,4426736
22,yeah number 2 i looked at the the case of 22 actually for the quarter 4 we implement the basic second,pak number 2 related to the pshk 72 actually for the quarter 4 we implement the pshk 72 so some,wrong,GPT-4o mini Transcribe,76.84210526315789,combined_22,4426736
81,centers and including the potential for future b development about 81 in the still in the progressing of the scale and,centers and including the potential for future development as mentioned also by pak riri 1 still in the progressing of,wrong,GPT-4o mini Transcribe,83.78378378378379,combined_22,4426736
2,hi good afternoon management thanks for the opportunity i have 2 questions actually so just bear with me my first question,good afternoon management thanks for the opportunity i have 3 questions actually so just bear with me my first question,wrong,GPT-4o mini Transcribe,99.15966386554622,combined_22,4426736
3,2021 the total value of our cash from deposits in 3 months increased by 1 billion and 40 millions reaching a,of 2021 the total value of our cash bank deposits and t bonds increased by 1 billion and 40 million,wrong,whisper-small,89.23076923076923,combined_22,4432298
950,1 billion and reached an unprecedented total of 1 million 950 million and this just to the next page based on,tons and reached an unprecedented total of 1915 million lotus and this smoothly adjusts to the next page based on,wrong,whisper-small,83.4862385321101,combined_22,4432298
140,increase in cash and bank deposits by 823 millions and 140 millions increase in domestic included in the other financial assets,by 823 million and 114 million zlotys increased some domestic demons included in the other financial aspects line all in,wrong,whisper-small,82.0754716981132,combined_22,4432298
140,increase in cash and bank deposits by 823 millions and 140 millions increase in domestic included in the other financial assets,by 823 million and 114 million zlotys increased some domestic demons included in the other financial aspects line all in,wrong,whisper-small,82.0754716981132,combined_22,4432298
2021,of the witcher 3 in terms of the switch q1 2021 revenue was nearly 2.5 times better than the first quarter,the nintendo switch q1 2020 revenue wise was nearly 2 and a half times better than the the first quarter,wrong,whisper-small,81.76795580110497,combined_22,4432298
950,and 40 millions reaching a total of 1 billion and 950 million moving to the equity and liability side the first,and 40 million zlatik reaching a total of 1 billion and 915 million losses moving to the equity and liability,wrong,whisper-small,91.70731707317074,combined_22,4432298
3,release of the witcher series and that of the witcher 3 in terms of the switch q1 2021 revenue was nearly,the release of the witcher series and that of the witcher the nintendo switch q1 2020 revenue wise was nearly,wrong,whisper-small,88.57142857142857,combined_22,4432298
3,2021 the total value of our cash from deposits in 3 months increased by 1 billion and 40 millions reaching a,of 2021 the total value of our cash bank deposits and t bonds increased by 1 billion and 40 million,wrong,whisper-small,89.23076923076923,combined_22,4432298
