error_type,word,gt_snippet,gt_index,whisper_snippet,whisper_index,score,dataset,folder
under,dollars,with that operating income for the year was 742 million dollars and operating marking 7 1 in line with our pre,1553,that operating income for the year was 742 million and operating margin 7 1 in line with our pre vious,1549,90.19607843137256,combined_22,4329526
under,dollars,includes maintenance and expenses those were a around 100 million dollars year over year in the quarter mainly due to the,2233,expenses those were at around 100 million year over year in the quarter mainly due to the addition of 29,2299,88.0,combined_22,4329526
under,dollars,to slide number 9 our gross declined by 292 million dollars from the pre vious covid to 7 2 billion that,2619,to slide number 9 our gross debt declined by 292 million from the pre vious quarter to 7 2 billion,2711,86.73469387755102,combined_22,4329526
under,dollars,163 million last year mainly explained by the 222 million dollars decline in foreign year over year looking at full view,1487,163 million from last year mainly explained by the 222 million decline in foreign exchange gain year over year looking,1471,88.0,combined_22,4329526
under,dollars,dollars of cash in hand plus facility of 6 million dollars in the fourth quarter which is completely the best liquidity,2665,billion of cash on hand plus a revolving credit facility of 600 million in the fourth quarter which is completely,2757,80.75117370892019,combined_22,4329526
under,dollars,by the events other revenues decreased 24 to 114 million dollars explained by the merger of multiplus with latam airlines in,1389,events in chile other revenues decreased 24 to 113 million explained by the merger of multiplus with latam airlines in,1375,91.91489361702128,combined_22,4329526
under,dollars,our operating income for the quarter amounts to 350 million dollars this is 2 higher than last years operating while operating,1446,operating income for the quarter amounted to 357 million this is 2 higher than last years operating result while operating,1432,91.80327868852459,combined_22,4329526
under,dollars,having a very good liquidity position with 1 5 million dollars of cash in hand plus facility of 6 million dollars,2655,having a very good liquidity position with 1 5 billion of cash on hand plus a revolving credit facility of,2748,84.5771144278607,combined_22,4329526
under,dollars,marketing reached 12 2 net income amounted to 227 million dollars in the fourth quarter due to the decline of 163,1467,reached 12 2 net income amounted to 227 million in the fourth quarter this is a decline of 163 million,1453,84.31372549019608,combined_22,4329526
under,dollars,slide revenue shows 0 6 to 2 10 4 billion dollars while costs grew by 2 due to an increase of,1515,and 60 cents to 10 4 billion while costs grew by 2 due to an increase of 4 1 in,1516,82.35294117647058,combined_22,4329526
under,dollars,vious guidelines lastly our net income amounted to 190 million dollars for the full year 2019 please turn to slide 4,1574,lastly our net income amounted to 119 million for the full year 2019 please turn to slide 4 looking at,1570,89.55223880597015,combined_22,4329526
under,dollars,increased our total revenue reaching more than 10 4 billion dollars once again this revenue increase was driven by our passenger,789,increased our total revenues reaching more than 10 4 billion once again this revenue increase was driven by our passenger,773,93.38842975206612,combined_22,4329526
over,dollars,the 2 year corporate fund by over 6 billion thats 2 of the chilean gdp the central bank of chile,573,the 2 year covid fund by over 6 billion us dollars 2 of the chilean gdp the central bank of chile,583,88.54166666666666,combined_22,4423872
over,dollars,expansion to the 2 year corporate fund by over 6 billion thats 2 of the chilean gdp the central bank,571,the 2 year covid fund by over 6 billion us dollars thats 2 of the chilean gdp the central bank of,583,86.95652173913044,combined_22,4423872
over,dollars,billion and reached an unprecedented total of 1 million 950 million and this just to the next page based on,1389,1 4 billion and reached an unprecedented total of 1915000000 dollars and this smoothie leads us to the next page based,1508,75.70093457943925,combined_22,4432298
over,dollars,billion and but and subsidies from government about around 20 billion altogether 70 billion is equivalent to the total expenses,1280,50 billion and subsidies from government are around 20 billion dollars altogether 70 billion dollars is equivalent to the total expenses,1286,85.8267716535433,combined_22,4446796
over,dollars,and subsidies from government about around 20 billion altogether 70 billion is equivalent to the total expenses of government in,1283,from government are around 20 billion dollars altogether 70 billion dollars is equivalent to the total expenses of government in a,1290,85.9375,combined_22,4446796
under,dollars,consolidated revenues to be between 4 and 4 5 billion dollars this year representing a low which grow at the media,2167,consolidated revenues to be between 4 to 4 5 billion this year representing a low double dividend growth at the,2198,84.93150684931507,combined_22,4449269
under,dollars,consolidated revenues to be between 4 and 4 5 billion dollars this year representing a low which grow at the media,2167,consolidated revenues to be between 4 to 4 5 billion this year representing a low double divided growth at the,2199,85.3211009174312,combined_22,4449269
over,dollars,costs our selling costs increased this year to 131 million zloty the increase was driven by the cyberpunk servicing costs,1286,costs our selling costs increased this year to 131 million dollars being driven by the cyberpunk servicing costs a large number,1297,89.27038626609442,combined_22,4453085
over,dollars,we have short position of 350 million after deducting the existing hard currency cash balances and financial hedges this is,2614,we have short position of 3 100 and 50 million dollars after deducting the existing in hard currency cash balances and,2657,90.74074074074075,combined_22,4466251
over,dollars,strong balance sheet even after 252 million payment for the acquisition our net debt ebitda ratio remain at historical low,2541,strong balance even after 2 100 and 50 2 million dollars payment for the requisition ill net that to the direct,2576,74.0,combined_22,4466251
over,dollars,able to increase the net investment hedge amount by 150 million if we include net investment hedge as well then,2692,to increase the net investment hedge amount by 150 million dollars if we include net investment hedge as well then cci,2715,92.7927927927928,combined_22,4466251
over,dollars,in a long net fx position of 172 million as at the end of q3 and we continue to target,2508,were in a long net fx position of 102 million dollars as at the end of q3 and we continue to,2514,89.53488372093024,combined_22,4466399
under,dollars,it gives a tax credit total amount of 320 billion dollars to support the renewables in the medium term so clearly,6119,gives a tax credit total amount of 320 billion to support the renewables in the medium term so clearly the,5945,92.45283018867924,combined_22,4466797
under,dollars,it gives a tax credit total amount of 320 billion dollars to support the renewables in the medium term so clearly,6119,gives a tax credit total amount of 320 billion to support the renewables in the medium term so clearly the,5803,92.45283018867924,combined_22,4466797
under,dollars,rates but a container takes between 40 to 80 1000 dollars of materials inside so the freight is still a small,4634,rates but a container takes between 40000 to 80000 of materials inside so the freight is still a small amount,4703,93.8388625592417,combined_22,4467071
under,dollars,rates but a container takes between 40 to 80 1000 dollars of materials inside so the freight is still a small,4634,rates but a container takes between 40000 to 80000 of materials inside so the freight is still a small amount,4679,93.8388625592417,combined_22,4467071
under,dollars,rates but a container takes between 40 to 80 1000 dollars of materials inside so the freight is still a small,4634,rates but a container takes between 40000 to 80000 of materials inside so the freight is still a small amount,4618,93.8388625592417,combined_22,4467071
over,dollars,saw green hvvc paid 900 million that is the biggest single hvvc project in million energy with what just 1,220,all green and it should be seen okay 900 million dollars thats it this is the biggest single hv project in,250,71.11111111111111,combined_22,4468678
over,dollars,the us market we saw green hvvc paid 900 million that is the biggest single hvvc project in million energy,216,the us market the so green hvdc pay 900 million dollars that is the biggest single hv project in the last,244,85.27918781725889,combined_22,4468678
over,dollars,in the us market we saw green hvvc paid 900 million that is the biggest single hvvc project in million,215,in the us market the so called hvdc 900 million dollars that is the biggest single project in years the dominion,211,78.57142857142857,combined_22,4468678
over,dollars,year today increased by 251 to 8 8 million a return on revenue of 18 and earnings of 1 61,1191,here to there increased by 211 to 8 8 million dollars return on revenue of 18 and earnings of 1 61,1194,90.3954802259887,combined_22,4469075
over,dollars,have cash and cash equivalence of 2 59 million our current ratio stands at 2 to 1 and we have,1224,we had cash and cash equivalents of 2 59 million dollars our coverage ratio stands at 2 to 1 and we,1226,83.87096774193549,combined_22,4469075
over,dollars,months of 2021 increased 91 to 49 3 million net income year today increased by 251 to 8 8 million,1180,9 months of 2021 increased 91 to 49 3 million dollars net income yesterday increased by 251 to 8 8 million,1214,88.65979381443299,combined_22,4469075
over,dollars,diluted share up 166 compared to 1 6 million or 50 cents per basic and 27 cents per diluted share,1135,dilute a chain up 166 compared to 1 6 million dollars or 306 per basic and and 0 27 per to,1168,77.38095238095238,combined_22,4469075
over,dollars,revenues which grew substantially to 17 8 million from 7 1 million for the 2020 third quarter as we successfully,390,substantially to 17 8 million dollars from 7 1 million dollars for the 2020 in the third quarter as we successfully,416,79.46428571428572,combined_22,4469075
over,dollars,for the third quarter increased to 9 5 million up 93 compared to 4 9 million for the third quarter,1026,profits for the third quarter increased to 9 5 million dollars at 93 compared to 4 9 million for the third,1059,89.79591836734694,combined_22,4469075
over,dollars,exceptionally strong increase in international revenues which grew substantially to 17 8 million from 7 1 million for the 2020,385,in international revenues which grew substantially to 17 8 million dollars from 7 1 million dollars for the 2020 in the,411,89.30232558139535,combined_22,4469075
over,dollars,22 1 million gross profit increased by 93 to 9 5 million and net income increased by a staggering 166,354,million gross profit increased by 93 to 9 5 million dollars and net income increase by staggering 166 to 4 3,374,92.07920792079209,combined_22,4469075
over,dollars,net income increased by a staggering 166 to 4 3 million third quarter growth was led by an exceptionally strong,367,net income increase by staggering 166 to 4 3 million dollars this quarter of right was late growth was led by,386,83.6734693877551,combined_22,4469075
over,dollars,2022 our broker should purchase edrs for approximately 27 million in more or less equal daily installments accordingly as of,2313,our broker should purchase adrs for the broker 27 million dollars in more or less equal daily installments accordingly as of,2338,88.88888888888889,combined_22,4469590
over,dollars,have repurchased 20 sorry 52000 edrs for circa 3 million this concludes our pre sentation of the results of the,2352,twenty sorry 50 2 1000 edrs for circa 3 million dollars this concludes our pre sentation of the results of the,2380,91.0891089108911,combined_22,4469590
over,dollars,7 billion awards which is way above 4 billion which is very much you know the positive number the the,1983,7 7 billion awards which is way above 4 billion dollars which is very much you know the positive number the,1932,92.07920792079209,combined_22,4469836
over,dollars,cash collection of 1 day 90 million that we readjusted as as as you see right below the negative 91,1700,you know cost collection of 1 day of 90 million dollars that we readjusted as you see right below the negative,1676,87.87878787878788,combined_22,4469836
over,dollars,total addressable market of between 15 and 20 boards in latin america i will now turn the call over to,1363,a total addressable market of between 15 and 20 billion dollars in latin america i will now turn the call over,1408,90.19607843137256,combined_22,4470290
over,dollars,remain well capitalize with a healthy cash position of 276 million turning to slide 4 for discussion on a few,780,well capitalized with a healthy cash position of 276 million dollars turning to slide 4 for a discussion on a few,818,89.90825688073394,combined_22,4470290
under,dollars,are reaching 100 dollars for the potash close to 1000 dollars in potassium nitrate i do not have a long term,3290,700 per ton in the potash close to 1000 in the potash nitrate i do not have a long term,3223,82.14285714285714,combined_22,4470570
under,dollars,vious years as i mentioned you we are reaching 100 dollars for the potash close to 1000 dollars in potassium nitrate,3283,vious years as i mentioned to you we are reaching 700 per ton in the potash close to 1000 in,3213,87.77777777777777,combined_22,4470570
over,dollars,secured around 5 million that are already in a in a in a in a holding part of argentina so,6172,2 to start deployment we already you have 5 million dollars that are already in a holding out of argentina so,6508,74.4186046511628,combined_22,4470595
over,dollars,for the next step for financing of 200 million it itll be in the end with jica the public bank,4535,confiex 2 for the next step financing of 200 million dollars it will be in the end with jaica the public,4420,89.36170212765957,combined_22,4470663
under,dollars,10 years for a total of 2 3 billion us dollars this is the largest ever single placement for the company,635,years for a total of 2 3 billion years this is the largest ever single placement for the company connected,629,94.0,combined_22,4471809
under,dollars,climate strategy with a value of 2 25 billion us dollars the deal will be closed subject to conditions pre cedent,2064,our climate strategy with a value of 2 25 billion the deal will be closed subject to conditions pre sident,2043,89.62264150943396,combined_22,4471809
over,dollars,have seen that roughly pd 24 million was or 24 million i think it was steve was was actually put,6456,seen that roughly 24 million pounds was or 24 million dollars i think it was steve was actually put into the,6147,84.375,combined_22,4474229
over,dollars,end of the q3 we have about 10 5 billion in a cash balance which probably is the best amount,4278,of the q3 we have about 10 5 billion us dollars in the cash balance which probably is the best 1,4233,84.78260869565217,combined_22,4475486
over,dollars,end of the q3 we have about 10 5 billion in a cash balance which probably is the best amount,4278,end of q3 we have about 10 5 billion us dollars in the cash balance which probably is the best 1,4235,84.78260869565217,combined_22,4475486
over,dollars,year with an adjusted net loss of 15 6 million importantly as a result of the transaction with centricus and,2234,year with an adjusted net loss of 15 6 million dollars recently as a result of the transaction with centricus and,2261,90.74074074074075,combined_22,4475604
over,dollars,fiscal year with cash on hand of 87 million we believe our fiscal resource is to be sufficient to meet,2268,the fiscal year with cash on hand of 87 million dollars we believe our fiscal resources to be sufficient to meet,2295,92.15686274509804,combined_22,4475604
under,dollars,venture capital initiative sifys partner invested during the quarter us dollars 100000 in the earlier announced startups in the silicon valley,745,venture capital initiative sifi has further invested during the quarter us100000 in the earlier announced startups in the silicon valley,731,90.44117647058823,combined_22,4481221
over,dollars,for our hotels and packages business increased to 54 1 million during the quarter reported which is an increase of,3752,our hotels and packages business increased to 54 1 million dollars during the quarter reported which is an increase of 117,3752,92.98245614035088,combined_22,4481552
over,dollars,comfortable on the cash position weve got over 450 million of free cash and cash equivalents on the balance sheet,8680,the the cash position we have got over 450 million dollars of free cash and cash equivalents on the balance sheet,8428,93.39622641509435,combined_22,4481552
over,dollars,company we have also additionally provisioned for 8 4 million to fully provide for all the travel and awards in,4204,company we have also additionally provisioned for 8 4 million dollars to fully provide for all the the tribunal awards in,4206,88.47926267281106,combined_22,4481552
over,dollars,air ticketing adjust margin stood at 52 9 million representing 105 9 growth over the same quarter a year ago,3681,segments a ticketing adjusted margin stood at 52 9 million dollars representing 105 9 growth over same quarter year ago and,3678,90.74074074074075,combined_22,4481552
over,dollars,and almost 2 6 times compared to 5 2 million reported in the same quarter last year adjusted further for,3583,and almost 2 6 times compared to 5 2 million dollars reported in the same quarter last year adjusted further for,3581,92.3076923076923,combined_22,4481552
over,dollars,compared to the pre pandemic run rate of about 45 million per quarter aided by significant long term fixed cost,4054,to the pre pandemic run rate of about 45 million dollars per quarter needed by significant long term fixed cause directionalization,4052,88.58447488584476,combined_22,4481552
over,dollars,adjusted operating profit for this quarter stood at 13 2 million which is almost 2 times compared to 6 6,3560,profit for this quarter is stood at 13 2 million dollars which is almost 2 times compared to 6 6 million,3558,89.94708994708995,combined_22,4481552
over,dollars,quarter we recorded a profit of about 2 5 million from exchange of our shareholding in inspirock which was acquired,4179,quarter we recorded a profit of about 2 5 million dollars from exchange of our shareholding in insperock which was acquired,4180,92.17391304347827,combined_22,4481552
over,dollars,quarter stood at about 34 7 million compared to the pre pandemic run rate of about 45 million per quarter,4047,for the quarter is to read about 34 7 million dollars compared to the pre pandemic run rate of about 45,4040,87.2340425531915,combined_22,4481552
over,dollars,operating profit for this quarter stood at 13 2 million which is almost 2 times compared to 6 6 million,3561,operating profit for this quarter stood at 13 2 million dollars which is almost 2 times compared to 6 6 million,3540,92.23300970873787,combined_22,4481552
over,dollars,quarter stood at about 34 7 million compared to the pre pandemic run rate of about 45 million per quarter,4047,for the quarter is true at about 34 7 million dollars compared to the pre pandemic run rate of about 45,4015,87.2340425531915,combined_22,4481552
over,dollars,compared to the pre pandemic run rate of about 45 million per quarter aided by significant long term fixed cost,4054,to the pre pandemic run rate of about 45 million dollars per quarter aided by significant long term fixed cause rationalization,4027,90.82568807339449,combined_22,4481552
over,dollars,the adjusted margin in other businesses was 5 9 million an increase of 44 4 over last years same quarter,3883,the adjusted margin in other businesses was 5 9 million dollars an increase of 44 4 over last year same quarter,3859,92.3076923076923,combined_22,4481552
over,dollars,and wearables next is the companys financial position and ratios the companys cash and cash equivalents at the end of,1472,position and ratios the income tax is 4 3 million dollars the companys cash and cash equivalent at the end of,1894,78.45303867403315,combined_22,4481766
over,dollars,capital and you know benefit the gold price is over a 2500 an ounce i did reflect on the fact,9282,capsule and benefit the gold price is over 2500 australian dollars an ounce i i did reflect on the fact that,8971,77.41935483870968,combined_22,4481952
over,dollars,tailwinds a gold price of over a 2500 and a copper price which going forward will represent around 20 of,1349,commodity price tailwinds the gold price of over 2500 australian dollars and a copper price which going forward will represent around,1342,81.73076923076923,combined_22,4481952
over,dollars,the combined purchase price of 650 million being red lake and battle north we have secured a district scale tenem,1007,my career the combined purchase price of 650 million us dollars being red lake and battle north we have secured a,1002,89.75609756097562,combined_22,4481952
over,dollars,benefit the gold price is over a 2500 an ounce i did reflect on the fact when i that when,9286,know benefit but the gold price is over 2500 australian dollars an ounce i did reflect on the fact that when,8980,78.65168539325843,combined_22,4481952
over,dollars,forward will represent around 20 of our revenue of over a 13500 per ton evolution is well positioned to benefit,1363,represent around 20 of our revenue of over 13500 australian dollars per tonne evolution is well positioned to benefit from this,1368,81.08108108108108,combined_22,4481952
over,dollars,career for the combined purchase price of 650 million being red lake and battle north we have secured a district,1005,career for the combined purchase price of 650 million us dollars being red lake and battle north we have secured a,1008,90.17857142857143,combined_22,4481952
over,dollars,significant commodity price tailwinds a gold price of over a 2500 and a copper price which going forward will represent,1346,commodity price tailwinds a gold price of over 2500 australian dollars and a copper price which going forward will represent around,1349,84.03361344537815,combined_22,4481952
over,dollars,expect our unit operating expenses to average 13700 per vessel per day while we expect our overhead expenses to average,909,we expect our unit operating expenses to average 13700 per dollars per vessel per day while we expect our overhead expenses,930,89.91596638655463,combined_22,4482110
under,dollars,for this section all the amounts are translated into us dollars at a convenient translation rate of rupees 74 39 which,357,for this section all the amounts are translated into us dollar at a convenient translation rate of rs 74 39,341,96.15384615384616,combined_22,4482569
under,dollars,for the quarter is rupees 1266 crores that is us dollars 170 million and the ebitda margin is 23 8 the,675,for the quarter is rs 1266 crores that is us dollar 170 million and the ebitda margin is 23 8,660,94.6236559139785,combined_22,4482569
under,dollars,net cash surplus of rupees 998 crores that is us dollars 134 million as on december 31st 2021 foreign currency cash,898,cash surplus of rs 998 crores that is us dollar 134 million as on december 31 2021 foreign currency cash,884,93.26923076923077,combined_22,4482569
under,dollars,for the quarter is rupees 416 crores that is us dollars 56 million and is at 7 8 of sales rd,615,for the quarter is rs 416 crores that is us dollar 56 million and is at 7 8 of sales,600,94.04761904761905,combined_22,4482569
under,dollars,before tax stood at rupees 971 crores that is us dollars 131 million which is a growth of 242 year on,720,before tax stood at rs 971 crores that is us dollar 131 million which is a growth of 242 year,705,94.6236559139785,combined_22,4482569
under,dollars,form of derivatives for the us dollar are approximately us dollars 360 million largely held around the range of rupees 75,923,form of derivatives for the us dollar are approximately us dollar 360 million largely hedged around the range of rs,908,97.36842105263158,combined_22,4482569
under,dollars,for the quarter is rupees 1541 crores that is us dollars 207 million an increase of 7 year on year and,533,the quarter is rs 1541 crores that is us dollar 207 million and an increase of 7 year on year,518,94.6236559139785,combined_22,4482569
under,dollars,about 1950 odd dollars which fell to about 1650 odd dollars in fy20 and we were talking about a a structural,5460,about 1950 which fell to about 1650 in fy20 and we were talking about a structural reduction in aluminium cost,5361,86.31578947368422,combined_22,4482613
under,dollars,the cost of production was close to about 1950 odd dollars which fell to about 1650 odd dollars in fy20 and,5453,at fy19 the cost of production was close to about 1950 which fell to about 1650 in fy20 and we,5352,81.31868131868131,combined_22,4482613
under,dollars,corporate oiling cost was lower this quarter at 19 24 dollars per ounce let me put the next slide in line,591,cost was lower this quarter at 19 24 per ounce coming to the next slide in line with our 3,607,82.02247191011236,combined_22,4482968
under,dollars,production in 2021 all in sustaining cost was 15 26 dollars per ounce for the quarter lower quarter on quarter but,229,production in 2021 all in sustaining cost was 15 26 per ounce for the quarter lower quarter on quarter applied,232,92.72727272727272,combined_22,4482968
under,dollars,corporate oiling cost was lower this quarter at 19 24 dollars per ounce let me put the next slide in line,591,in cost was lower this quarter at 1924 per ounce on to the next slide in line with our 3,582,80.68181818181819,combined_22,4482968
under,dollars,production in 2021 all in sustaining cost was 15 26 dollars per ounce for the quarter lower quarter on quarter but,229,production in 2021 all in sustaining cost was 15 26 per ounce for the quarter lower quarter on quarter but,221,92.45283018867924,combined_22,4482968
under,dollars,the year with a cash balance of 53 million us dollars compared to 74 million at the end of q3 given,1476,year with a cash balance of us53 million compared to us74 million at the end of q3 given the confidence,1512,89.83957219251337,combined_22,4482976
over,dollars,you know weve weve estimated as as 75 billion from now to 2050 so you know its a huge undertaking,6470,you know weve weve estimated as as 70 75 billion dollars from now to 2050 so you know its a huge,6361,93.92265193370166,combined_22,4483296
over,dollars,billion an increase of around 3 2 billion excluding the 1 time 1 2 billion non cash impairment charge related,1206,billion dollars an increase of around 3 point 2 billion dollars excluding the 1 time 1 point 2 2 billion non,1219,83.87096774193549,combined_22,4483296
over,dollars,buybacks for the year weve generated about 5 5 billion of cash from operating activities and around 4 5 billion,942,buybacks for the year weve generated about 5 5 billion dollars of cash from operating activities and around 4 5 billion,953,92.7927927927928,combined_22,4483296
over,dollars,quarter results earnings for the fourth quarter were 813 million and our cash from operating activities was over 1 6,692,for the fourth quarter were 8 100 and thirteen million dollars and our cash from operating activities was over 1 6,700,87.8048780487805,combined_22,4483296
over,dollars,year we recorded net income of almost 2 5 billion an increase of around 3 2 billion excluding the 1,1197,recorded net income of almost 2 and a half billion dollars an increase of around 3 point 2 billion dollars excluding,1210,75.75757575757575,combined_22,4483296
over,dollars,2021 this performance supported record returns of almost 3 billion of cash to shareholders including returns of about 950 million,1824,2021 this performance supported record returns of almost 3 billion dollars of cash to shareholders including returns of about 950 million,1852,93.7984496124031,combined_22,4483296
over,dollars,billion of cash from operating activities and around 4 5 billion of free cash flow and we put this cash,951,of cash from operating activities and around 4 5 billion dollars of free cash flow and we put this cash to,964,92.23300970873787,combined_22,4483296
over,dollars,mentioned earlier we generated about 4 5 billion of free cash flow in 2021 this performance supported record returns of,1811,mentioned earlier we generated about 4 and a half billion dollars of free cash flow in 2021 this performance supported record,1836,84.87394957983193,combined_22,4483296
over,dollars,quarter earnings were negatively impacted by approximately 160 million in 1 time non cash events and cash flow excluding working,719,quarter were negatively impacted by approximately 1 100 sixty million dollars in 1 time non cash events and cash flow excluding,728,89.06882591093117,combined_22,4483296
over,dollars,discipline delivered free cash flow of almost 4 5 billion as we start 2022 strong commodity prices along with our,1528,free cash flow of almost 4 and a half billion dollars as we start 2022 strong commodity prices along with our,1551,90.54726368159204,combined_22,4483296
over,dollars,fourth quarter income of 813 million is down about 95 million from the third quarter of this year as brad,1293,quarter income of 813 million is down about 95 million dollars from the third quarter of this year as brad noted,1312,92.38095238095238,combined_22,4483296
over,dollars,with the revised guidance at just over 1 1 billion capital spending in 2021 was focused on progressing key projects,1595,line with revised guidance at just over 1 1 billion dollars capital spending in 2021 was focused on progressing key projects,1631,93.04347826086956,combined_22,4483296
over,dollars,mentioned earlier we generated about 4 5 billion of free cash flow in 2021 this performance supported record returns of,1811,mentioned earlier we generated about 4 and a half billion dollars of free cash flow in 2021 this performance supported record,1849,84.87394957983193,combined_22,4483296
over,dollars,buyback to 56 million shares for over 2 2 billion we paid dividends of 188 million in the fourth quarter,1869,back to 56 million shares for over 2 2 billion dollars we pay dividends of 188 million in the fourth quarter,1911,91.34615384615384,combined_22,4483296
over,dollars,cash flow for the quarter was just over 1 2 billion looking at the full year our strong results and,1507,flow for the quarter was just over 1 2 billion dollars looking at the full year our strong results in capital,1527,91.91919191919192,combined_22,4483296
over,dollars,flow from operating activities an improvement of about 1 3 billion from the fourth quarter of 2020 our free cash,1488,from operating activities an improvement of about 1 3 billion dollars from the fourth quarter of 2020 our free cash flow,1507,92.85714285714286,combined_22,4483296
over,dollars,each business line the upstream recorded net income of 545 million up 20 million from our third quarter net income,1334,business line the upstream recorded net income of 545 million dollars up 20 million from our third quarter net income of,1349,92.98245614035088,combined_22,4483296
over,dollars,a number of 1 time charges totaling around 75 million chemicals continue to demonstrate strong performance in fourth quarter with,1421,a number of 1 time charges totaling around 75 million dollars chemicals continue to demonstrate strong performance in the fourth quarter,1437,91.05058365758755,combined_22,4483296
over,dollars,excluding working capital effects was up more than 100 million reflecting our strong operating performance and the strong commodity fundamentals,737,excluding working capital effects was up more than 100 million dollars reflecting our strong operating performance and the strong commodity fundamentals,748,94.44444444444444,combined_22,4483296
over,dollars,number of 1 time charges of about 85 million the downstream recorded net income of 250 million down 43 million,1388,a number of 1 time charges of about 85 million dollars the downstream recorded net income of 250 million down 43,1402,92.72727272727272,combined_22,4483296
over,dollars,million of acquisition related amortization and 6 3 million of acquisition related transaction costs excluding these items in both periods,2083,7 million of acquisition related amortization and 6 3 million dollars of acquisition related transaction costs excluding these items in both,2093,94.20289855072464,combined_22,4483668
over,dollars,there organically of course is the introduction of roughly 80 million in ebitda once that is hitting our statement on,8639,organically of course is the introduction of roughly 80 million dollars in ebitda once that is hitting our statement on a,8411,93.16239316239316,combined_22,4483680
under,dollars,convertible bond for a conversion amount of 387 million us dollars bringing our gross leverage down further we are proud that,3036,former cyprus convertible bond for a conversion amount of us387 million bringing our gross leverage down further we are proud,3054,92.37288135593221,combined_22,4483912
under,dollars,and a 20 increase year over year the stronger us dollars supported these growth rates assuming a constant us dollar euro,608,20 increase here over a year a stronger us dollar supported these growth rates assuming a constant us dollar euro,607,94.69026548672566,combined_22,4483912
under,dollars,please factor in 2 thirds of the revenues are in dollars not 100 therefore according to our well known rule of,2379,please factor in 2 thirds of the revenue signed dollar is not 1 100 therefore according to our well known,2398,93.71980676328502,combined_22,4483912
under,dollars,on on silicon carbide on the target of 1 billion dollars in 2025 how much is the need between modules merced,8458,the target of 1 beyond the and the love you have in 2025 how much is the mix between modules,8471,73.14285714285714,combined_22,4483912
over,dollars,billion in net equity market cap roughly 5 billion we have a balance sheet of approximately 40 billion in assets,1017,6 billion in net equity market cap roughly 5 billion dollars you have a balance sheet of approximately 40 billion in,1022,90.17857142857143,combined_22,4485206
over,dollars,a sense is a little over 100 million and we and we will and expect to continue to grow that,2436,to give you expenses a little over a 100 million dollars and we will and expect to continue to grow that,2423,90.0,combined_22,4485206
over,dollars,the quarterly volume to reach up to about 1 billion this quarter you know as that number grows to potentially,6458,the quarterly volume to reach up to about a billion dollars this quarter you know as that number grows to potentially,6291,91.74311926605505,combined_22,4485206
over,dollars,125 net net net net a gain of 50 million if you look to the right side of the page,2261,down by 125 net net net gain of 50 million dollars if you look at the right side of the page,2252,89.02439024390245,combined_22,4485206
over,dollars,think about the origination and servicing business we originated 170 billion in loans and we have a servicing portfolio between,1283,about the origination and servicing business we originated 170 billion dollars in loans and we have a servicing portfolio between nrc,1291,93.7007874015748,combined_22,4485206
over,dollars,we expect amortization to slow down by approximately 175 million and origination pti to go down by 125 net net,2244,to slow down by approximately a 100 seventy 5 million dollars an origination pti to go down by 125 net net,2236,88.08290155440415,combined_22,4485206
over,dollars,per diluted share core earnings 191 9 million 40 cents per diluted share common stock dividend 25 cents or 9,1113,or 0 33 per diluted share coronings 191 9 million dollars 40 cents per diluted share common stock dividend 25 cents,1120,91.16279069767442,combined_22,4485206
over,dollars,the quarterly volume to reach up to about 1 billion this quarter you know as that number grows to potentially,6458,the quarterly volume to reach up to about a billion dollars this quarter as that number grows to potentially you know,6243,91.24423963133641,combined_22,4485206
over,dollars,the quarterly volume to reach up to about 1 billion this quarter you know as that number grows to potentially,6458,the quarterly volume to reach up to about a billion dollars this quarter as that number grows to potentially a billion,5909,91.24423963133641,combined_22,4485206
over,dollars,acquisition cost for right around 10 billion around 200 million so by regulation 30 of that a minimum of 30,7316,bid is about 1 10 billion thats about 300 million dollars so by regulation 30 of that a minimum of 30,7296,81.31868131868131,combined_22,MP3-A
over,dollars,the acquisition cost for right around 10 billion around 200 million so by regulation 30 of that a minimum of,7315,the bid is about 110 billion thats about 300 million dollars so and by regulation 30 of that a minimum of,7287,78.26086956521739,combined_22,MP3-A
over,dollars,q4 our total capex would be somewhere around 210 million and we are in terms of commitments we are pre,8118,capex for the year would be somewhere around 210 million dollars and we are in terms of commitment we are pre,8049,87.25490196078431,combined_22,MTN-Ghana-2021-Third-Quarter-Results-Call
over,crores,center capacity expansion as we tend to raise about 1000 cores which in terms of inr million is 10000 million,1591,center capacity expansion as we tend to raise about 1000 crores which in terms of inr million is 10000 million amount,1557,99.08256880733946,combined_22,4481221
over,crores,center capacity expansion as we tend to raise about 1000 cores which in terms of inr million is 10000 million,1591,center capacity expansion as we tend to raise about 1000 crores which in terms of inr million is 10000 million amount,1589,99.08256880733946,combined_22,4481221
over,x,fabricated and falsified reviews primarily okay thanks and the capex was reduced that just to conserve cash or what areas,4984,fabricated and falsified reviews primarily okay thanks and the tap x was reduced that just to conserve cash or what or,4975,97.45762711864407,combined_21,4330115
over,x,just come into videojet and a real need in sciex and and rainer repacked and and moved to boston and,5338,just come into videojet and a real need at sci x and reiner repacked and moved to boston and led siacs,5205,91.66666666666666,combined_21,4344338
over,x,is in the equipment oriented business like lms and sciex and a and a bit of pid no doubt so,3399,is in the equipment oriented business like lms and sci x and a bit of pid no doubt together you then,3393,94.31818181818183,combined_21,4344338
