number,gt_snippet,whisper_snippet,type,variant,score,dataset,folder
2,sales to kick in from the us from the verigene 2 and what menu would you expect to have by 2023,sales to kick in from the us from the region too and what menu would you expect to have by,missing,whisper-large-v3-turbo,93.33333333333333,combined_22,4468654
1,space of research clinical research or like for thermo fischer 1 lambda in the case of transplant for thermo fisher in,the space of research clinical research or like for thermo fisher warm landa in the case of transplant ivd the,missing,GPT-4o mini Transcribe,91.16279069767442,combined_22,4468654
20,9 the performance has been good with solid grow 15 20 with a significant recovery across all the the margins have,time the performance has been good with a solid agenda of people to question with a significant that it will,missing,whisper-small,72.92817679558011,combined_22,4468678
182,year maybe is likely better allowing us to grow that 182 at least start to to the mid point of the,year maybe slightly better allowing us to grow to honor the altitude and he start to do the different of,missing,whisper-small,73.84615384615385,combined_22,4468678
1,question we went back from the last to the first 1 i leave the floor for the telecom to to my,question we went to make it from the last to the first i did the floor for the telatonic to,missing,whisper-small,84.26966292134833,combined_22,4468678
3,have separate oakland across across the world and respond from 3 to to market month thanks and my second question was,saturate all plants across the and respond promptly to the market month thanks a little and my second question was,missing,whisper-large-v3-turbo,80.71748878923766,combined_22,4468678
15,first 9 the performance has been good with solid grow 15 20 with a significant recovery across all the the margins,first time the performance has been good with a solid organic growth which is equal to with a significant recovery,missing,whisper-large-v3-turbo,81.59203980099502,combined_22,4468678
6,something that we foresee lasting at least for the first 6 months of next year then beyond that visibility but we,is something that we will see last thing on this before the festivities next year and beyond that that we,missing,whisper-large-v3-turbo,70.64676616915423,combined_22,4468678
60,full price of capacity because of their low dispatch 60 60 of the price of the capacity what they have eliminated,price of capacity because of their low dispatch sixty of the of the price of the capacity they have eliminated,missing,whisper-large-v3-turbo,90.82568807339449,combined_22,4468679
1,was normally about 3 shrunk back into 17 18 that 1 bernardo will show you continue the generation and progressing the,cnges and last but not least as bernardo showed you to continue the cash flow generation and progress in the,missing,whisper-small,72.82051282051283,combined_22,4468715
2021,the last major contract and that has hit us in 2021 moving on to the various divisions we have merchant services,at nets and that has hit us in moving on to the various division on site we have merchant services,missing,whisper-large-v3-turbo,90.52631578947368,combined_22,4468715
10,all markets we have about we actually have more than 10 partnerships across the group many of them are with players,enabler platforms across all markets we have more than and partnerships across the group many of them are with players,missing,whisper-large-v3-turbo,86.53846153846155,combined_22,4468715
1,a good mix of detailed questions and and super strategic 1 is as well thats just great listen on on the,all right paul a good mix of detailed questions and super strategic once as well thats great listen on the,missing,whisper-large-v3-turbo,89.69072164948454,combined_22,4468715
100,begin with and we expect to have synergies for about 100 million euros of cash for next year part of business,to begin with all in we expect to have synergies for about million euro of cash for next year an,missing,whisper-large-v3-turbo,92.14659685863874,combined_22,4468715
2,in the space is at the end of the day 2 fold now we are happy to have these assets just,our strategy in this space is at the end of the day twofold we are happy to have this asset,missing,whisper-large-v3-turbo,87.27272727272728,combined_22,4468715
11,to the balance sheet as you can see in slice 11 we entered the quarter with a cash position of 4.3,to the balance sheet as you can see on the slide below we ended the quarter with a cash position,missing,whisper-small,89.83957219251337,combined_22,4468919
7,by the pandemic restrictions and the growth of our core 7 business seventh measure on line segment was up 2.4 with,affected by the pandemic restriction and the growth of our core cement business seventh major resellment and lime segment was,missing,whisper-small,81.57894736842105,combined_22,4468919
7,by the pandemic restrictions and the growth of our core 7 business seventh measure on line segment was up 2.4 with,affected by the pandemic restriction and the growth of our core cement business seventh major resellment and lime segment was,missing,whisper-small,81.57894736842105,combined_22,4468919
7,by the pandemic restrictions and the growth of our core 7 business seventh measure on line segment was up 2.4 with,by the pandemic restriction and the growth of our core cement business cement masonry cement and lime segment was up,missing,whisper-large-v3-turbo,82.45614035087719,combined_22,4468919
3,so i think this is quite an achievement i have 3 questions thanks olivia my pleasure you know i like statistics,is quite an achievement i have to thats a nice statistic thank you my pleasure you know i like statistics,missing,whisper-large-v3-turbo,84.0,combined_22,4469075
1,and then i guess just a follow on to that 1 question i mean when should we sort of see capex,and then i guess just to follow on to that final question i mean when should we sort see capex,missing,whisper-large-v3-turbo,92.3913043478261,combined_22,4469088
6,highlight the finalization of construction in inauguration of the ariane 6 space launch platform a marvel of modernity located in the,highlight the finalization of construction and inauguration of the ariane space launch platform a marvel of modernity located in the,missing,whisper-small,97.72727272727273,combined_22,4469208
6,indeed our dividend policy envisions a progressive increase and both 6 of that however it says the minimum increase but not,indeed our dividend policy envisions a progressive increase and well stick to that however it sets the minimum increase but,missing,whisper-small,91.73553719008265,combined_22,4469291
6,also contributed and the key factors were the commissioning of 6 assets and also the new use of periods of our,its a and the key factors were the commissioning of fixed assets and also the new use periods of our,missing,whisper-large-v3-turbo,92.78350515463917,combined_22,4469291
6,also contributed and the key factors were the commissioning of 6 assets and also the new use of periods of our,its a and the key factors were the commissioning of fixed assets and also the new use periods of our,missing,whisper-large-v3-turbo,92.78350515463917,combined_22,4469291
6,indeed our dividend policy envisions a progressive increase and both 6 of that however it says the minimum increase but not,our dividends policy envisions a progressive increase and will stick to that however it sets the minimum increase but not,missing,GPT-4o mini Transcribe,91.13924050632912,combined_22,4469291
6,also contributed and the key factors were the commissioning of 6 assets and also the new use of periods of our,also contributed and the key factors were the commissioning of fixed assets and also the new use periods of our,missing,GPT-4o mini Transcribe,95.45454545454545,combined_22,4469291
6,indeed our dividend policy envisions a progressive increase and both 6 of that however it says the minimum increase but not,our dividends policy envisions a progressive increase and will stick to that however it sets the minimum increase but not,missing,GPT-4o mini Transcribe,91.13924050632912,combined_22,4469291
6,indeed our dividend policy envisions a progressive increase and both 6 of that however it says the minimum increase but not,our dividends policy envisions a progressive increase and will stick to that however it sets the minimum increase but not,missing,GPT-4o mini Transcribe,91.13924050632912,combined_22,4469291
3,introduce okay thank you alejandro move to the slide number 3 about the spread of we can see on the graph,okay thank you alejandro move to the slide about the expected planted area as we can see in the graph,missing,whisper-small,82.6530612244898,combined_22,4469528
3,introduce okay thank you alejandro move to the slide number 3 about the spread of we can see on the graph,okay thank you alejandro move to the slide about the expected planted area as we can see in the graph,missing,whisper-small,82.6530612244898,combined_22,4469528
1,is no inflation of raw materials around the construction the 1 is that that that i that are being awarded that,is no inflation of raw materials are under construction they want that that i that i there are being awarded,missing,whisper-large-v3-turbo,89.2018779342723,combined_22,4469836
6,we getting now these large first quarter very important last 6 quarters if we back to our best years of awards,getting and were getting now these last very important last headquarters is were back to our best years of award,missing,whisper-large-v3-turbo,86.95652173913044,combined_22,4469836
6,we getting now these large first quarter very important last 6 quarters if we back to our best years of awards,getting and were getting now these last quarters very important last quarters were back to our best years of awards,missing,GPT-4o mini Transcribe,92.38095238095238,combined_22,4469836
1,energy transition diversification in in in different geographical regions and 1 i i wanted to know whether this r refers to,diversification in different geographical regions and cost cutting and so on i wanted to know whether this refers to the,missing,GPT-4o mini Transcribe,85.33333333333333,combined_22,4469836
1,a strategic investment for therefore the growth might is new 1 is but business as a whole is very steady advertising,strategic investment for gmos high therefore the growth might be you want but the business as a whole is very,missing,whisper-small,84.46601941747574,combined_22,4470010
1,in a drone and air mobility fund drone fund this 1 aims to realize a drone base society and air mobility,a drone and air mobility fund drone fund this fund aims to realize a drone based society an air mobility,missing,whisper-small,96.58536585365853,combined_22,4470010
1,a strategic investment for therefore the growth might is new 1 is but business as a whole is very steady advertising,strategic investment for gmos high therefore the growth might be you want but the business as a whole is very,missing,whisper-small,84.46601941747574,combined_22,4470010
1,in a drone and air mobility fund drone fund this 1 aims to realize a drone base society and air mobility,a drone and air mobility fund drone fund this fund aims to realize a drone based society an air mobility,missing,whisper-small,96.58536585365853,combined_22,4470010
1,a strategic investment for therefore the growth might is new 1 is but business as a whole is very steady advertising,strategic investment for gmos high therefore the growth might be you want but the business as a whole is very,missing,whisper-small,84.46601941747574,combined_22,4470010
1,a strategic investment for therefore the growth might is new 1 is but business as a whole is very steady advertising,the strategic investment for gmos high therefore the growth might be nuanced but business as a whole is very steady,missing,whisper-large-v3-turbo,86.75799086757992,combined_22,4470010
1,in a drone and air mobility fund drone fund this 1 aims to realize a drone base society and air mobility,a drone and air mobility fund drone fund this fund aims to realize a drone based society an air mobility,missing,whisper-large-v3-turbo,96.58536585365853,combined_22,4470010
1,a strategic investment for therefore the growth might is new 1 is but business as a whole is very steady advertising,the strategic investment for gmos high therefore the growth might be nuanced but business as a whole is very steady,missing,whisper-large-v3-turbo,86.75799086757992,combined_22,4470010
1,a strategic investment for therefore the growth might is new 1 is but business as a whole is very steady advertising,a strategic investment for gmo therefore the growth might be nuanced but business as a whole is very steady advertising,missing,GPT-4o mini Transcribe,90.51724137931035,combined_22,4470010
1,a strategic investment for therefore the growth might is new 1 is but business as a whole is very steady advertising,a strategic investment for gmo therefore the growth might be nuanced but business as a whole is very steady advertising,missing,GPT-4o mini Transcribe,90.51724137931035,combined_22,4470010
1,in a drone and air mobility fund drone fund this 1 aims to realize a drone base society and air mobility,in a drone and air mobility fund drone fund this funding to realize a drone based society and air mobility,missing,GPT-4o mini Transcribe,93.26923076923077,combined_22,4470010
1,in a drone and air mobility fund drone fund this 1 aims to realize a drone base society and air mobility,in a drone and air mobility fund drone fund this funding to realize a drone based society and air mobility,missing,GPT-4o mini Transcribe,93.26923076923077,combined_22,4470010
3,if you if you review our numbers during the first 3 quarters of this year youd see cost is slightly higher,you review our numbers do you need the first quarter of this year you see the cost is slightly higher,missing,whisper-small,90.35532994923858,combined_22,4470570
4,you could just comment on on that catch up of 4 and also how should we be thinking in term of,you could just comment on that catch up for foku and also how should we be thinking in terms of,missing,whisper-small,92.47311827956989,combined_22,4470570
21,grant good morning thank you for joining sqms third quarter 21 earnings conference call this conference call will be recorded and,go ahead thank you grant good morning and its conference call this conference call will be recorded and is being,missing,whisper-large-v3-turbo,74.86033519553072,combined_22,4470570
21,grant good morning thank you for joining sqms third quarter 21 earnings conference call this conference call will be recorded and,go ahead thank you grant good morning and its conference call this conference call will be recorded and is being,missing,whisper-large-v3-turbo,74.86033519553072,combined_22,4470570
2021,good morning good morning everyone and welcome to 2021 and we apologize for for the delay this a slide,good morning good morning everyone and welcome to the lupus paviae so were going to finish with the line on,missing,whisper-small,71.42857142857143,combined_22,4470595
70,individuals that collect their salaries in the bank its around 70 of all personal financing is you know with debiting their,individuals that collect their salaries in the bank its around seventy of all all personal financing is with you know,missing,whisper-small,91.81818181818183,combined_22,4470595
2021,good morning good morning everyone and welcome to 2021 and we apologize for for the delay this a slide,good morning good morning everyone and welcome to the lupus paviae so were going to finish with the line on,missing,whisper-small,71.42857142857143,combined_22,4470595
8,attract pre ssure on it turning to quantity on slide 8 our strong and collection policies together with improved economic conditions,pre ssure on it turning to other quantity on slide a our strong enterprising and collection policies together with improved,missing,whisper-large-v3-turbo,87.65957446808511,combined_22,4470595
4,income tax slower have we had as last year a 4 billion pesos income tax would only increase effective tax rate,income gets slower than we had as last year profit differ in capital or billion pesos this impact would only,missing,whisper-large-v3-turbo,73.6842105263158,combined_22,4470595
8,attract pre ssure on it turning to quantity on slide 8 our strong and collection policies together with improved economic conditions,pre ssure on it turning to other quantity on slide a our strong enterprising and collection policies together with improved,missing,whisper-large-v3-turbo,87.65957446808511,combined_22,4470595
1,the environment but nishlan indicated to you what distributing ninety 1 means to that our capital levels are strong in south,the environment but initially indicated to you what distributing means to that our capital levels are strong in south africa,missing,whisper-large-v3-turbo,92.11618257261411,combined_22,4470684
1,the environment but nishlan indicated to you what distributing ninety 1 means to that our capital levels are strong in south,the environment but initially indicated to you what distributing means to that our capital levels are strong in south africa,missing,whisper-large-v3-turbo,92.11618257261411,combined_22,4470684
10,stable can you name which major projects can trigger this 10 increase in capex next year thank you right so the,projects can trigger take care of that okay and increase in capex next year thank you all right so the,missing,whisper-small,82.87292817679558,combined_22,4471586
20,shortage of shipping containers in china we are facing extended 20 times given the congestion of sea ports the russian far,of shipping containers in china we are facing extended transit times given the congestion of steppards at the russian far,missing,whisper-small,91.45299145299145,combined_22,4471586
10,stable can you name which major projects can trigger this 10 increase in capex next year thank you right so the,projects can trigger take care of that okay and increase in capex next year thank you all right so the,missing,whisper-small,82.87292817679558,combined_22,4471586
5,the schedule in terms of our developments at mill number 5 our larger advancer project we signed an agreement with a,the schedule in terms of our developments at mill number our largest bondfield project was signed in agreement with the,missing,whisper-small,89.65517241379311,combined_22,4471586
5,the schedule in terms of our developments at mill number 5 our larger advancer project we signed an agreement with a,the schedule in terms of our developments at mill number our largest bondfield project was signed in agreement with the,missing,whisper-small,89.65517241379311,combined_22,4471586
10,stable can you name which major projects can trigger this 10 increase in capex next year thank you right so the,projects can trigger take care of that okay and increase in capex next year thank you all right so the,missing,whisper-small,82.87292817679558,combined_22,4471586
20,shortage of shipping containers in china we are facing extended 20 times given the congestion of sea ports the russian far,shortage of shipping containers in china we are facing extended transit times given the congestion of seaport at russian far,missing,GPT-4o mini Transcribe,93.44262295081968,combined_22,4471586
10,availability we take it very seriously because we know it 10 of these output customer experience and right now we are,take it very seriously because we know its the end of this output customer experience and right now we are,missing,whisper-small,93.71980676328502,combined_22,4471606
2,a question key then you may pre ss star and 2 please use your hands when asking your question for better,a question kit then you may pre ss star and tilt please use your hands when asking your question for,missing,whisper-small,95.43147208121827,combined_22,4471606
1,1 is about your inventory levels you have very low 1 period retail margin in the third quarter but there is,is about your inventory levels you have a very low vampire retail margin in the third quarter but there is,missing,whisper-small,93.8388625592417,combined_22,4471606
10,availability we take it very seriously because we know it 10 of these output customer experience and right now we are,take it very seriously because we know its the end of this output customer experience and right now we are,missing,whisper-small,93.71980676328502,combined_22,4471606
1,ecosystem such as hepsipay hepsiexpress hepsijet and hepsiad we are 1 positioned to capture the business opportunity ahead we believe that,fc express fc jet and fc is we are well positioned to capture the business opportunity ahead we believe that,missing,whisper-large-v3-turbo,87.85046728971963,combined_22,4471606
50,the same period last year on the other hand the 50 gmv growth came in more costly than the anticipated given,year on year compared to the same period last year gmv growth came in more costly than the anticipated given,missing,whisper-large-v3-turbo,86.91099476439791,combined_22,4471606
3,discuss how certain factors impacted our financial performance there are 3 factors that we have we we need to discuss in,discuss how certain factors impacted our financial performance there are key factors that we need to discuss in depth to,missing,GPT-4o mini Transcribe,93.5064935064935,combined_22,4471606
3,discuss how certain factors impacted our financial performance there are 3 factors that we have we we need to discuss in,discuss how certain factors impacted our financial performance there are key factors that we need to discuss in depth to,missing,GPT-4o mini Transcribe,93.5064935064935,combined_22,4471606
15,percentage points which affected our our results for the shift 15 those categories on the inventory level as a starting point,percentage points which affected our results for the shift within those categories on the inventory level as a starting point,missing,GPT-4o mini Transcribe,95.19999999999999,combined_22,4471606
11,in the second quarter the segments ebitda was up by 11 quarter on quarter despite lower net oil price in ruble,in the second quarter the segments of it that was up by eleven court and court and despite flow in,missing,whisper-small,78.07486631016043,combined_22,4471809
11,in the second quarter the segments ebitda was up by 11 quarter on quarter despite lower net oil price in ruble,in the second quarter the segments of it that was up by eleven court and court and despite flow in,missing,whisper-small,78.07486631016043,combined_22,4471809
90,that you are right excluding vat it should be circa 90 billion all right mm okay thank you very much next,that yeah all right excluding vat it should be circumnuitability all right thank you very much okay question comes from,missing,whisper-small,82.0,combined_22,4471961
90,that you are right excluding vat it should be circa 90 billion all right mm okay thank you very much next,that yeah all right excluding vat it should be circumnuitability all right thank you very much okay question comes from,missing,whisper-small,82.0,combined_22,4471961
9,guide for the current coal price growth you see for 9 months thank you at the moment we see the increase,guide for the current cold price growth you see from now in march thank you at the at this moment,missing,whisper-large-v3-turbo,85.0828729281768,combined_22,4471961
55,in absolutely most of the cases transform into development of 55 projects and thats what we are heading to with the,in absolutely most of the cases transform into development of specified projects and thats what we are heading to with,missing,whisper-small,92.17391304347827,combined_22,4472403
2,somehow related to your plans to develop in parallel and 2 triple a games or whatever starting from next year and,somehow related to your plans to develop in parallel to aaa games or whatever starting from next year and this,missing,whisper-small,90.0,combined_22,4472403
55,in absolutely most of the cases transform into development of 55 projects and thats what we are heading to with the,in most of the cases transformed into development of specified projects and thats what we are heading to with the,missing,whisper-large-v3-turbo,93.02325581395348,combined_22,4472403
21,how many developers work at at the end of q2 21 and the answers simple around 50 next question from cyberpunk,how many developers work at spoko at the end of due to to anyone and theyre also as simple around,missing,whisper-large-v3-turbo,79.3103448275862,combined_22,4472403
21,how many developers work at at the end of q2 21 and the answers simple around 50 next question from cyberpunk,how many developers work at spoko at the end of due to to anyone and theyre also as simple around,missing,whisper-large-v3-turbo,79.3103448275862,combined_22,4472403
1,game gwent is already available on several hardware platforms no 1 needs to further invest into this direction and right now,game gwent is already available on several hardware platforms no need to further invest into this direction and right now,missing,GPT-4o mini Transcribe,97.52066115702479,combined_22,4472403
2021,eric and thank you all for joining our third quarter 2021 earnings call we are pleased to report another strong quarter,for joining our third quarter to sound it until we release call we are pleased to report another strong quarter,missing,whisper-small,85.02415458937197,combined_22,4472895
2021,eric and thank you all for joining our third quarter 2021 earnings call we are pleased to report another strong quarter,for joining our third quarter to sound it until we release call we are pleased to report another strong quarter,missing,whisper-small,85.02415458937197,combined_22,4472895
2,an increase in direct costs related to promotional activities and 2 an increase in inventory provisions operating expenses were positive rmb241,an increase in direct costs related to promotional activities to an increase in inventory provision operating expenses were positive rb,missing,whisper-small,95.55555555555556,combined_22,4473238
2,to withdraw your question do pre ss star and then 2 and for the benefit of all participants on this call,to withdraw your question please pre ss star them too and for the benefit of all participants on todays call,missing,whisper-large-v3-turbo,87.12871287128714,combined_22,4473238
2,to withdraw your question do pre ss star and then 2 and for the benefit of all participants on this call,to withdraw your question please pre ss star them too and for the benefit of all participants on todays call,missing,whisper-large-v3-turbo,87.12871287128714,combined_22,4473238
3,to do every year over time so those are the 3 obvious blocks yeah thank you there are no further questions,and continuous improvement that we would look to do every year over time obvious blocks there are no further questions,missing,whisper-small,80.89887640449437,combined_22,4473837
3,to do every year over time so those are the 3 obvious blocks yeah thank you there are no further questions,every year over time so those are the obvious blocks thank you there are no further questions on phone lines,missing,GPT-4o mini Transcribe,93.46733668341709,combined_22,4473837
17,portfolio at the moment and then of course the product 17 polygrene graphene were hoping to push these out into south,portfolio at the moment and then of course the product semantine polygreen graphene and were hoping to push these out,missing,whisper-large-v3-turbo,92.37668161434978,combined_22,4474229
17,portfolio at the moment and then of course the product 17 polygrene graphene were hoping to push these out into south,portfolio at the moment and then of course the product semantine polygreen graphene and were hoping to push these out,missing,whisper-large-v3-turbo,92.37668161434978,combined_22,4474229
17,portfolio at the moment and then of course the product 17 polygrene graphene were hoping to push these out into south,portfolio at the moment and then of course the product semantine polygreen graphene and were hoping to push these out,missing,whisper-large-v3-turbo,92.37668161434978,combined_22,4474229
2,miles morning adrian thanks for taking my question just got 2 the first is on demand trends i mean you youve,go ahead thank you for taking my question just got to the first is on demand trends i mean youve,missing,whisper-small,89.58333333333334,combined_22,4474327
2,second half the polish greenfield and the italian greenfield its 2 huge state of the art facilities chasing the organic growth,second half the polish greenfield and the italian greenfield its too huge of the art facilities chasing organic growth there,missing,whisper-small,91.12903225806451,combined_22,4474327
1,answers questions with regard to our cost of revenues just 1 moment moment please so the cost of revenues because we,with regard to our cost of revenues just a moment please so the cost of revenue is because we didnt,missing,whisper-large-v3-turbo,91.37055837563452,combined_22,4474955
1,answers questions with regard to our cost of revenues just 1 moment moment please so the cost of revenues because we,with regard to our cost of revenues just a moment please so the cost of revenue is because we didnt,missing,whisper-large-v3-turbo,91.37055837563452,combined_22,4474955
1,answers questions with regard to our cost of revenues just 1 moment moment please so the cost of revenues because we,answers your questions with regard to our cost of revenues just a moment please so the cost of revenues because,missing,GPT-4o mini Transcribe,92.7927927927928,combined_22,4474955
1,answers questions with regard to our cost of revenues just 1 moment moment please so the cost of revenues because we,answers your questions with regard to our cost of revenues just a moment please so the cost of revenues because,missing,GPT-4o mini Transcribe,92.7927927927928,combined_22,4474955
1,1 more question before we thank you there is only 1 further question in the queue thats from the line of,wrap up the pre sentation thank you there is anyone further question in the queue thats from the line of,missing,whisper-small,85.27918781725889,combined_22,4479741
1,1 more question before we thank you there is only 1 further question in the queue thats from the line of,wrap up the pre sentation thank you there is anyone further question in the queue thats from the line of,missing,whisper-small,85.27918781725889,combined_22,4479741
2,digital strategy you know youve announced a partnership with the 2 entities so can you just talk about this partnership with,digital strategy you know you even also partnership with your entities so were going to just talk about this partnership,missing,whisper-small,84.51882845188284,combined_22,4479944
17,think about excluding the payment product it is at about 17 payment products has been unusually low there are a few,think about excluding the payment product it is at about payment products has been unusually low there are a few,missing,whisper-small,97.32142857142857,combined_22,4479944
1,certain fee waivers to incentivize customer engagement right so thats 1 thing which doesnt need to recur every quarter but it,we offered certain fee waivers to incentivize customer engagement so thats which does not need to occur every quarter but,missing,whisper-small,86.77685950413223,combined_22,4479944
4,a good amount of liability relationships card customers contributed almost 4 x this is pre covid right if x is the,right we have good amount of liability relationships card customers contributed almost forex this is pre coding right if he,missing,whisper-small,91.96428571428571,combined_22,4479944
4,on digital channels for banking needs the bank has migrated 4 data centers in bangalore and mumbai to state of the,digital channels for banking needs the bank has migrated cope data centers in bangalore and mumbai to state of the,missing,whisper-large-v3-turbo,97.77777777777777,combined_22,4479944
17500,recovery npls everything and the repayment etc its around inr 17500 crores this quarter notes to account simply calls for it,recovery npls everything and the repayment etc because im telling you talking about it so this quarter this quarter notes,missing,whisper-large-v3-turbo,73.83177570093457,combined_22,4479944
3,through mobile device indicating the mobile simplicity of the footfalls 3 on customers acquiring new liability relationship with setting new high,through mobile device indicating the mobile device of the footfalls thank you on customers acquiring new liability relationship to setting,missing,whisper-large-v3-turbo,90.51094890510949,combined_22,4479944
4,on digital channels for banking needs the bank has migrated 4 data centers in bangalore and mumbai to state of the,digital channels for banking needs the bank has migrated cope data centers in bangalore and mumbai to state of the,missing,whisper-large-v3-turbo,97.77777777777777,combined_22,4479944
2,digital strategy you know youve announced a partnership with the 2 entities so can you just talk about this partnership with,you even also partnership with a few entities so can you just talk about this partnership with pen types or,missing,GPT-4o mini Transcribe,83.6734693877551,combined_22,4479944
0,conference call please signal an operator by pre ssing then 0 on your touchtone phone please note that this conference is,conference call please signal an operator by pre ssing star and zero on your touch tone phone please note that,missing,GPT-4o mini Transcribe,93.39622641509435,combined_22,4479944
1,sorry ashwin could you just repeat that sorry missed that 1 so essentially if you look at the domestic flight seg,or what is driving that could you just repeat that sorry so essentially if you look at the domestic flight,missing,GPT-4o mini Transcribe,83.9622641509434,combined_22,4481552
1,sorry ashwin could you just repeat that sorry missed that 1 so essentially if you look at the domestic flight seg,or what is driving that could you just repeat that sorry so essentially if you look at the domestic flight,missing,GPT-4o mini Transcribe,83.9622641509434,combined_22,4481552
1,i can tell you that as of today were near 1 million so we use that an additional 1 million for,liquidities i can tell that as of today were near a million so we use that an additional million for,missing,whisper-small,95.6043956043956,combined_22,4481601
30,listings is down just this year compared to last year 30 near to 30 or 23 thats in canada with but,listings is down just this year compared thank you very much for watching and ill see you in the next,missing,whisper-small,71.1864406779661,combined_22,4481601
1,our business plan no problem there of course with that 1 million that will serve as a as a as a,our business plan no problem there course with that million that will serve as a cushion going forward so we,missing,whisper-small,92.04545454545455,combined_22,4481601
1,media that comes with that and roughly that provide generates 1 billion images per year so thats our this is our,media that comes with that and raw feed that provides generates a billion images per year thats our this is,missing,whisper-small,90.65420560747664,combined_22,4481601
30,listings is down just this year compared to last year 30 near to 30 or 23 thats in canada with but,listings is down just this year compared thank you very much for watching and ill see you in the next,missing,whisper-small,71.1864406779661,combined_22,4481601
1,were near 1 million so we use that an additional 1 million for the acquisition that were done completed in november,were near a million so we use that an additional million for the acquisition that were done completed in november,missing,whisper-small,97.34513274336283,combined_22,4481601
1,i can tell you that as of today were near 1 million so we use that an additional 1 million for,liquidities i can tell that as of today were near a million so we use that an additional million for,missing,whisper-small,95.6043956043956,combined_22,4481601
1,were near 1 million so we use that an additional 1 million for the acquisition that were done completed in november,were near a million so we use that an additional million for the acquisition that were done completed in november,missing,whisper-small,97.34513274336283,combined_22,4481601
9,as we going to see in this slide is mostly 9 transactional based were going to follow the trend and unfortunately,as were going to see in this slide is mostly mindset transactional based were going to follow the trend and,missing,GPT-4o mini Transcribe,95.14563106796116,combined_22,4481601
1,i can tell you that as of today were near 1 million so we use that an additional 1 million for,liquidity i can tell you that as of today were near a million so we used an additional million for,missing,GPT-4o mini Transcribe,94.5054945054945,combined_22,4481601
1,we expect to increase the margins of the of our 1 some of our biggest acquisitions that weve done recently photo,edit images so we expect to increase the margins of some of our biggest acquisitions that weve done recently photo,missing,GPT-4o mini Transcribe,93.8388625592417,combined_22,4481601
7,so the lcd panel price has been falling for the 7 seventh month now but then we are also now seeing,so the lcd panel price has been falling for the seventh month now but then we are also now seeing,missing,whisper-large-v3-turbo,97.9381443298969,combined_22,4481766
7,so the lcd panel price has been falling for the 7 seventh month now but then we are also now seeing,so the lcd panel price has been falling for the seventh month now but then we are also now seeing,missing,whisper-large-v3-turbo,97.9381443298969,combined_22,4481766
7,so the lcd panel price has been falling for the 7 seventh month now but then we are also now seeing,so the lcd panel price has been falling for the seventh month now but then we are also now seeing,missing,GPT-4o mini Transcribe,97.9381443298969,combined_22,4481766
1,a steel mill by ourselves we cannot control that but 1 because globally china a little more room for adjustment we,mill by ourselves we cannot control that but well because globally china has a little more room for adjustment we,missing,whisper-small,95.89041095890411,combined_22,4481904
2,customer base to contribute to the development of the machine 2 market on global global scale last but not least on,and customer base to contribute to the development of the machine tool market on global scale plus but not least,missing,whisper-small,91.07142857142857,combined_22,4481904
2,customer base to contribute to the development of the machine 2 market on global global scale last but not least on,and customer base to contribute to the development of the machine tool market on global scale plus but not least,missing,whisper-small,91.07142857142857,combined_22,4481904
2,will make a a fresh restart as a comprehensive machine 2 market maker and enhance its product lineup as well as,will make a fresh start as a comprehensive machine tool market maker and enhance its product lineup as well as,missing,whisper-large-v3-turbo,95.45454545454545,combined_22,4481904
2,enable mutual complement of products in the area of machine 2 which is an existing area of nidec business synergy is,enable a mutual complement of products in the area of machine tool which is an existing area of nidex business,missing,whisper-large-v3-turbo,95.81395348837209,combined_22,4481904
2,will make a a fresh restart as a comprehensive machine 2 market maker and enhance its product lineup as well as,will make a fresh start as a comprehensive machine tool market maker and enhance its product lineup as well as,missing,whisper-large-v3-turbo,95.45454545454545,combined_22,4481904
2,customer base to contribute to the development of the machine 2 market on global global scale last but not least on,and customer base to contribute to the development of the machine tool market on global scale last but not least,missing,whisper-large-v3-turbo,92.85714285714286,combined_22,4481904
2,the share purchase we entered into further expand nidec machine 2 business and believe that it can grow globally at a,the share purchase we entered into the further expansion of the nidec machine tool business and believe that it can,missing,GPT-4o mini Transcribe,90.14084507042254,combined_22,4481904
15,a wild ride but we currently sit within 10 to 15 of its all time high these really are great prices,gold dollar gold price also went on a wild right of its all time high these really are great prices,missing,whisper-small,76.54320987654322,combined_22,4481952
1,to pre ss the star key followed by the number 1 on your telephone keypad i would now like to hand,to pre ss the star key followed by the number on your telephone keypad i would now like to hand,missing,whisper-small,97.89473684210527,combined_22,4481952
2,with our reconciliations so our our control and our dome 2 or reserve were starting to see an upward tick you,with our reconciliation so our dom to grade control and our dom to or reserve but were starting to see,missing,whisper-large-v3-turbo,89.58333333333334,combined_22,4481952
60,be able to fully offset the impact of the minus 60 million euros that i mentioned before because it will take,to be able to fully offset the impact of the minus sixty million euros that i mentioned before because it,missing,whisper-small,95.09803921568627,combined_22,4482264
60,be able to fully offset the impact of the minus 60 million euros that i mentioned before because it will take,to be able to fully offset the impact of the minus sixty million euros that i mentioned before because it,missing,whisper-small,95.09803921568627,combined_22,4482264
1,lot lets move on to the next question please next 1 come the line of benji from jeffries please ask your,a lot lets move on to the next question please i just want to come to the line of benji,missing,whisper-large-v3-turbo,88.19875776397515,combined_22,4482264
